Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Opotiki district","60-64 years","Total people, ethnic group","Female","2001",240,
"Gisborne district","60-64 years","Total people, ethnic group","Male","2001",860,
"Gisborne district","60-64 years","Total people, ethnic group","Female","2001",870,
"Wairoa district","60-64 years","Total people, ethnic group","Male","2001",210,
"Wairoa district","60-64 years","Total people, ethnic group","Female","2001",180,
"Hastings district","60-64 years","Total people, ethnic group","Male","2001",1470,
"Hastings district","60-64 years","Total people, ethnic group","Female","2001",1490,
"Napier city","60-64 years","Total people, ethnic group","Male","2001",1190,
"Napier city","60-64 years","Total people, ethnic group","Female","2001",1330,
"Central Hawke's Bay district","60-64 years","Total people, ethnic group","Male","2001",300,
"Central Hawke's Bay district","60-64 years","Total people, ethnic group","Female","2001",300,
"New Plymouth district","60-64 years","Total people, ethnic group","Male","2001",1440,
"New Plymouth district","60-64 years","Total people, ethnic group","Female","2001",1570,
"Stratford district","60-64 years","Total people, ethnic group","Male","2001",180,
"Stratford district","60-64 years","Total people, ethnic group","Female","2001",220,
"South Taranaki district","60-64 years","Total people, ethnic group","Male","2001",610,
"South Taranaki district","60-64 years","Total people, ethnic group","Female","2001",610,
"Ruapehu district","60-64 years","Total people, ethnic group","Male","2001",310,
"Ruapehu district","60-64 years","Total people, ethnic group","Female","2001",240,
"Wanganui district","60-64 years","Total people, ethnic group","Male","2001",950,
"Wanganui district","60-64 years","Total people, ethnic group","Female","2001",1110,
"Rangitikei district","60-64 years","Total people, ethnic group","Male","2001",380,
"Rangitikei district","60-64 years","Total people, ethnic group","Female","2001",390,
"Manawatu district","60-64 years","Total people, ethnic group","Male","2001",630,
"Manawatu district","60-64 years","Total people, ethnic group","Female","2001",580,
"Palmerston North city","60-64 years","Total people, ethnic group","Male","2001",1340,
"Palmerston North city","60-64 years","Total people, ethnic group","Female","2001",1400,
"Tararua district","60-64 years","Total people, ethnic group","Male","2001",440,
"Tararua district","60-64 years","Total people, ethnic group","Female","2001",410,
"Horowhenua district","60-64 years","Total people, ethnic group","Male","2001",810,
"Horowhenua district","60-64 years","Total people, ethnic group","Female","2001",900,
"Kapiti Coast district","60-64 years","Total people, ethnic group","Male","2001",1060,
"Kapiti Coast district","60-64 years","Total people, ethnic group","Female","2001",1410,
"Porirua city","60-64 years","Total people, ethnic group","Male","2001",920,
"Porirua city","60-64 years","Total people, ethnic group","Female","2001",860,
"Upper Hutt city","60-64 years","Total people, ethnic group","Male","2001",730,
"Upper Hutt city","60-64 years","Total people, ethnic group","Female","2001",730,
"Lower Hutt city","60-64 years","Total people, ethnic group","Male","2001",1930,
"Lower Hutt city","60-64 years","Total people, ethnic group","Female","2001",1920,
"Wellington city","60-64 years","Total people, ethnic group","Male","2001",2920,
"Wellington city","60-64 years","Total people, ethnic group","Female","2001",2900,
"Masterton district","60-64 years","Total people, ethnic group","Male","2001",530,
"Masterton district","60-64 years","Total people, ethnic group","Female","2001",580,
"Carterton district","60-64 years","Total people, ethnic group","Male","2001",170,
"Carterton district","60-64 years","Total people, ethnic group","Female","2001",180,
"South Wairarapa district","60-64 years","Total people, ethnic group","Male","2001",280,
"South Wairarapa district","60-64 years","Total people, ethnic group","Female","2001",250,
"Tasman district","60-64 years","Total people, ethnic group","Male","2001",960,
"Tasman district","60-64 years","Total people, ethnic group","Female","2001",970,
"Nelson city","60-64 years","Total people, ethnic group","Male","2001",870,
"Nelson city","60-64 years","Total people, ethnic group","Female","2001",900,
"Marlborough district","60-64 years","Total people, ethnic group","Male","2001",1130,
"Marlborough district","60-64 years","Total people, ethnic group","Female","2001",1020,
"Kaikoura district","60-64 years","Total people, ethnic group","Male","2001",80,
"Kaikoura district","60-64 years","Total people, ethnic group","Female","2001",110,
"Buller district","60-64 years","Total people, ethnic group","Male","2001",260,
"Buller district","60-64 years","Total people, ethnic group","Female","2001",240,
"Grey district","60-64 years","Total people, ethnic group","Male","2001",320,
"Grey district","60-64 years","Total people, ethnic group","Female","2001",320,
"Westland district","60-64 years","Total people, ethnic group","Male","2001",210,
"Westland district","60-64 years","Total people, ethnic group","Female","2001",180,
"Hurunui district","60-64 years","Total people, ethnic group","Male","2001",290,
"Hurunui district","60-64 years","Total people, ethnic group","Female","2001",290,
"Waimakariri district","60-64 years","Total people, ethnic group","Male","2001",880,
"Waimakariri district","60-64 years","Total people, ethnic group","Female","2001",890,
"Christchurch city","60-64 years","Total people, ethnic group","Male","2001",6520,
"Christchurch city","60-64 years","Total people, ethnic group","Female","2001",7030,
"Selwyn district","60-64 years","Total people, ethnic group","Male","2001",630,
"Selwyn district","60-64 years","Total people, ethnic group","Female","2001",540,
"Ashburton district","60-64 years","Total people, ethnic group","Male","2001",690,
"Ashburton district","60-64 years","Total people, ethnic group","Female","2001",680,
"Timaru district","60-64 years","Total people, ethnic group","Male","2001",990,
"Timaru district","60-64 years","Total people, ethnic group","Female","2001",1120,
"Mackenzie district","60-64 years","Total people, ethnic group","Male","2001",100,
"Mackenzie district","60-64 years","Total people, ethnic group","Female","2001",120,
"Waimate district","60-64 years","Total people, ethnic group","Male","2001",230,
"Waimate district","60-64 years","Total people, ethnic group","Female","2001",230,
"Chatham Islands territory","60-64 years","Total people, ethnic group","Male","2001",15,
"Chatham Islands territory","60-64 years","Total people, ethnic group","Female","2001",15,
"Waitaki district","60-64 years","Total people, ethnic group","Male","2001",590,
"Waitaki district","60-64 years","Total people, ethnic group","Female","2001",630,
"Central Otago district","60-64 years","Total people, ethnic group","Male","2001",470,
"Central Otago district","60-64 years","Total people, ethnic group","Female","2001",460,
"Queenstown-Lakes district","60-64 years","Total people, ethnic group","Male","2001",400,
"Queenstown-Lakes district","60-64 years","Total people, ethnic group","Female","2001",380,
"Dunedin city","60-64 years","Total people, ethnic group","Male","2001",2350,
"Dunedin city","60-64 years","Total people, ethnic group","Female","2001",2400,
"Clutha district","60-64 years","Total people, ethnic group","Male","2001",420,
"Clutha district","60-64 years","Total people, ethnic group","Female","2001",380,
"Southland district","60-64 years","Total people, ethnic group","Male","2001",740,
"Southland district","60-64 years","Total people, ethnic group","Female","2001",670,
"Gore district","60-64 years","Total people, ethnic group","Male","2001",280,
"Gore district","60-64 years","Total people, ethnic group","Female","2001",300,
"Invercargill city","60-64 years","Total people, ethnic group","Male","2001",1140,
"Invercargill city","60-64 years","Total people, ethnic group","Female","2001",1150,
"Area outside territorial authority","60-64 years","Total people, ethnic group","Male","2001",10,
"Area outside territorial authority","60-64 years","Total people, ethnic group","Female","2001",0,
"Far North district","65-69 years","Total people, ethnic group","Male","2001",1240,
"Far North district","65-69 years","Total people, ethnic group","Female","2001",1150,
"Whangarei district","65-69 years","Total people, ethnic group","Male","2001",1320,
"Whangarei district","65-69 years","Total people, ethnic group","Female","2001",1450,
"Kaipara district","65-69 years","Total people, ethnic group","Male","2001",390,
"Kaipara district","65-69 years","Total people, ethnic group","Female","2001",360,
"Auckland","65-69 years","Total people, ethnic group","Male","2001",16530,
"Auckland","65-69 years","Total people, ethnic group","Female","2001",17630,
"Thames-Coromandel district","65-69 years","Total people, ethnic group","Male","2001",850,
"Thames-Coromandel district","65-69 years","Total people, ethnic group","Female","2001",780,
"Hauraki district","65-69 years","Total people, ethnic group","Male","2001",400,
"Hauraki district","65-69 years","Total people, ethnic group","Female","2001",420,
"Waikato district","65-69 years","Total people, ethnic group","Male","2001",870,
"Waikato district","65-69 years","Total people, ethnic group","Female","2001",750,
"Matamata-Piako district","65-69 years","Total people, ethnic group","Male","2001",590,
"Matamata-Piako district","65-69 years","Total people, ethnic group","Female","2001",630,
"Hamilton city","65-69 years","Total people, ethnic group","Male","2001",1500,
"Hamilton city","65-69 years","Total people, ethnic group","Female","2001",1780,
