Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Northland region","40-44 years","Total people, ethnic group","Female","2013",5620,
"Auckland region","50-54 years","Total people, ethnic group","Female","2013",51950,
"Otago region","10-14 years","Total people, ethnic group","Male","2013",6210,
"Bay of Plenty region","30-34 years","Total people, ethnic group","Female","2013",7630,
"Otago region","35-39 years","Total people, ethnic group","Male","2013",5900,
"Waikato region","0-4 years","Total people, ethnic group","Male","2013",16360,
"Taranaki region","70-74 years","Total people, ethnic group","Male","2013",2050,
"Tasman region","0-4 years","Total people, ethnic group","Female","2013",1380,
"Marlborough region","80-84 years","Total people, ethnic group","Female","2013",620,
"Otago region","45-49 years","Total people, ethnic group","Female","2013",7270,
"Hawke's Bay region","5-9 years","Total people, ethnic group","Male","2013",5750,
"Wellington region","25-29 years","Total people, ethnic group","Male","2013",15380,
"Hawke's Bay region","15-19 years","Total people, ethnic group","Male","2013",5700,
"Nelson region","30-34 years","Total people, ethnic group","Female","2013",1330,
"Hawke's Bay region","20-24 years","Total people, ethnic group","Male","2013",4240,
"Auckland region","5-9 years","Total people, ethnic group","Male","2013",52420,
"Gisborne region","20-24 years","Total people, ethnic group","Male","2013",1450,
"Nelson region","35-39 years","Total people, ethnic group","Male","2013",1360,
"Gisborne region","80-84 years","Total people, ethnic group","Female","2013",480,
"Waikato region","65-69 years","Total people, ethnic group","Male","2013",10040,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Male","2013",7300,
"Gisborne region","25-29 years","Total people, ethnic group","Male","2013",1160,
"West Coast region","30-34 years","Total people, ethnic group","Female","2013",910,
"Auckland region","15-19 years","Total people, ethnic group","Male","2013",55460,
"Otago region","0-4 years","Total people, ethnic group","Male","2013",6380,
"Wellington region","80-84 years","Total people, ethnic group","Female","2013",4870,
"Tasman region","40-44 years","Total people, ethnic group","Male","2013",1720,
"Tasman region","60-64 years","Total people, ethnic group","Male","2013",1720,
"Hawke's Bay region","30-34 years","Total people, ethnic group","Female","2013",4090,
"Southland region","70-74 years","Total people, ethnic group","Male","2013",1770,
"Waikato region","45-49 years","Total people, ethnic group","Male","2013",13780,
"Waikato region","55-59 years","Total people, ethnic group","Male","2013",12710,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Male","2013",4130,
"Northland region","65-69 years","Total people, ethnic group","Male","2013",4920,
"Bay of Plenty region","50-54 years","Total people, ethnic group","Male","2013",9450,
"Wellington region","60-64 years","Total people, ethnic group","Female","2013",12740,
"West Coast region","0-4 years","Total people, ethnic group","Male","2013",1090,
"Manawatu-Wanganui region","30-34 years","Total people, ethnic group","Female","2013",6390,
"Waikato region","70-74 years","Total people, ethnic group","Female","2013",7960,
"Gisborne region","85 years and over","Total people, ethnic group","Male","2013",240,
"Taranaki region","25-29 years","Total people, ethnic group","Male","2013",3080,
"Bay of Plenty region","60-64 years","Total people, ethnic group","Male","2013",7950,
"Marlborough region","75-79 years","Total people, ethnic group","Male","2013",720,
"Otago region","65-69 years","Total people, ethnic group","Male","2013",5190,
"West Coast region","75-79 years","Total people, ethnic group","Male","2013",450,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Male","2013",4080,
"Wellington region","70-74 years","Total people, ethnic group","Male","2013",7410,
"Hawke's Bay region","50-54 years","Total people, ethnic group","Male","2013",5550,
"Otago region","25-29 years","Total people, ethnic group","Male","2013",6040,
"Manawatu-Wanganui region","0-4 years","Total people, ethnic group","Male","2013",8170,
"Canterbury region","50-54 years","Total people, ethnic group","Male","2013",20460,
"West Coast region","85 years and over","Total people, ethnic group","Male","2013",220,
"Wellington region","65-69 years","Total people, ethnic group","Female","2013",10990,
"Manawatu-Wanganui region","30-34 years","Total people, ethnic group","Male","2013",5780,
"Tasman region","20-24 years","Total people, ethnic group","Female","2013",930,
"Northland region","60-64 years","Total people, ethnic group","Male","2013",5370,
"Canterbury region","30-34 years","Total people, ethnic group","Female","2013",16700,
"Waikato region","25-29 years","Total people, ethnic group","Female","2013",12960,
"Auckland region","80-84 years","Total people, ethnic group","Male","2013",9060,
"Auckland region","70-74 years","Total people, ethnic group","Female","2013",21960,
"Hawke's Bay region","55-59 years","Total people, ethnic group","Female","2013",5360,
"Canterbury region","15-19 years","Total people, ethnic group","Male","2013",19940,
"Northland region","25-29 years","Total people, ethnic group","Male","2013",3590,
"Waikato region","35-39 years","Total people, ethnic group","Female","2013",13110,
"Taranaki region","65-69 years","Total people, ethnic group","Male","2013",2770,
"Gisborne region","10-14 years","Total people, ethnic group","Female","2013",1820,
"Otago region","80-84 years","Total people, ethnic group","Female","2013",2510,
"Tasman region","45-49 years","Total people, ethnic group","Male","2013",1820,
"Manawatu-Wanganui region","50-54 years","Total people, ethnic group","Male","2013",8030,
"Wellington region","20-24 years","Total people, ethnic group","Male","2013",18020,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Male","2013",4620,
"Nelson region","55-59 years","Total people, ethnic group","Male","2013",1590,
"Nelson region","25-29 years","Total people, ethnic group","Female","2013",1350,
"Gisborne region","75-79 years","Total people, ethnic group","Male","2013",500,
"Canterbury region","65-69 years","Total people, ethnic group","Male","2013",13330,
"Nelson region","70-74 years","Total people, ethnic group","Female","2013",1010,
"Otago region","5-9 years","Total people, ethnic group","Male","2013",6050,
"Tasman region","25-29 years","Total people, ethnic group","Female","2013",950,
"Marlborough region","10-14 years","Total people, ethnic group","Female","2013",1260,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Male","2013",2180,
"Northland region","30-34 years","Total people, ethnic group","Female","2013",3900,
"Southland region","50-54 years","Total people, ethnic group","Male","2013",3570,
"Gisborne region","70-74 years","Total people, ethnic group","Female","2013",840,
"Wellington region","55-59 years","Total people, ethnic group","Female","2013",14780,
"Marlborough region","15-19 years","Total people, ethnic group","Male","2013",1270,
"Tasman region","5-9 years","Total people, ethnic group","Female","2013",1670,
"Tasman region","35-39 years","Total people, ethnic group","Female","2013",1420,
"Marlborough region","60-64 years","Total people, ethnic group","Male","2013",1600,
"Northland region","15-19 years","Total people, ethnic group","Male","2013",5750,
"Bay of Plenty region","15-19 years","Total people, ethnic group","Male","2013",9670,
"Bay of Plenty region","20-24 years","Total people, ethnic group","Female","2013",7650,
"Taranaki region","80-84 years","Total people, ethnic group","Female","2013",1430,
"Canterbury region","10-14 years","Total people, ethnic group","Female","2013",17120,
"West Coast region","5-9 years","Total people, ethnic group","Male","2013",1100,
"Bay of Plenty region","25-29 years","Total people, ethnic group","Female","2013",7500,
"Northland region","35-39 years","Total people, ethnic group","Male","2013",3900,
"Taranaki region","35-39 years","Total people, ethnic group","Male","2013",3220,
"Gisborne region","40-44 years","Total people, ethnic group","Male","2013",1420,
"Marlborough region","65-69 years","Total people, ethnic group","Male","2013",1570,
"Nelson region","20-24 years","Total people, ethnic group","Female","2013",1210,
"Wellington region","10-14 years","Total people, ethnic group","Male","2013",15700,
"West Coast region","65-69 years","Total people, ethnic group","Male","2013",960,
"Tasman region","55-59 years","Total people, ethnic group","Male","2013",1860,
"Bay of Plenty region","40-44 years","Total people, ethnic group","Male","2013",8830,
"Bay of Plenty region","45-49 years","Total people, ethnic group","Male","2013",8870,
"Otago region","20-24 years","Total people, ethnic group","Male","2013",9110,
"Marlborough region","70-74 years","Total people, ethnic group","Female","2013",1130,
"Auckland region","0-4 years","Total people, ethnic group","Female","2013",53270,
"Gisborne region","5-9 years","Total people, ethnic group","Male","2013",2050,
"Canterbury region","60-64 years","Total people, ethnic group","Male","2013",16010,
"Auckland region","5-9 years","Total people, ethnic group","Female","2013",49660,
"West Coast region","10-14 years","Total people, ethnic group","Female","2013",990,
"Southland region","0-4 years","Total people, ethnic group","Male","2013",3490,
"Nelson region","35-39 years","Total people, ethnic group","Female","2013",1570,
"Gisborne region","0-4 years","Total people, ethnic group","Male","2013",1960,
"Nelson region","45-49 years","Total people, ethnic group","Male","2013",1740,
"Hawke's Bay region","0-4 years","Total people, ethnic group","Male","2013",5850,
"Taranaki region","60-64 years","Total people, ethnic group","Male","2013",3340,
"Auckland region","45-49 years","Total people, ethnic group","Male","2013",51370,
"Waikato region","50-54 years","Total people, ethnic group","Female","2013",15130,
"West Coast region","40-44 years","Total people, ethnic group","Male","2013",1140,
